	sex	job	blood_group	name	race	address	birthdate	current_location	ssn
2392	M	Scientist, forensic	B-	Tony Carter	Black	"39170 Williams Burg Suite 480
Lindaborough, MT 18754"	1968-11-29	(Decimal('-44.420374'), Decimal('-53.628824'))	562-04-2563
2393	F	Optometrist	B-	Stephanie Arroyo	White	"714 Whitney Islands
East Cody, ND 75964"	12/05/1994, 00:00:00	(Decimal('-42.348356'), Decimal('-73.004745'))	897-45-5573
2394	F	Clinical psychologist	A+	Kayla Blackwell	Indian	"80893 Peters Path Suite 635
West Jonton, SC 50582"	05 Dec 1968	(Decimal('54.6188045'), Decimal('-90.481440'))	253-65-3124
2395	M	General practice doctor	AB-	Barry Parks	Black	"811 Nicole Ford
Brewerchester, MT 10456"	1992-03-12	(Decimal('63.184659'), Decimal('-162.233696'))	321-07-2014
2396	F	Insurance risk surveyor	AB+	Stephanie Mcguire	Black	"4972 Jessica Common
Frazierchester, AZ 36676"	12/07/2001, 00:00:00	(Decimal('-87.6764405'), Decimal('46.999035'))	313-39-9378
2397	F	English as a second language teacher	O+	Vanessa Marshall	White	"53581 Johnson Brooks Apt. 340
Kennedyfort, MI 08317"	1975/12/25	(Decimal('-73.0570225'), Decimal('-25.836137'))	042-23-4585
2398	M	Engineer, materials	A+	William Carroll	White	"40086 Anthony Port
North Jesus, VA 24100"	02 Aug 1949	(Decimal('-63.0528475'), Decimal('-107.227618'))	670-37-6531
2399	F	Engineer, maintenance	O+	Lisa Christian	White	"789 Burton Run Suite 471
Perezborough, NM 73514"	27 May 1923	(Decimal('-83.740455'), Decimal('132.065101'))	190-37-2983
2400	F	Garment/textile technologist	B-	Kristen Cunningham	White	"772 Catherine Park Suite 074
Rogersburgh, NM 55361"	09/15/1933, 00:00:00	(Decimal('-75.520396'), Decimal('-61.357037'))	407-88-0032
2401	F	Airline pilot	B-	Wendy Hunt	White	"4385 William Walks Apt. 829
North Catherineville, MT 32807"	15 Dec 1976	(Decimal('-32.6259025'), Decimal('-104.201476'))	020-58-7997
2402	M	Editorial assistant	AB+	Nathan Santos	Black	"8195 Mark Center
Brownton, NJ 42083"	1944/08/15	(Decimal('75.3539825'), Decimal('36.765252'))	159-43-2484
2403	M	Technical sales engineer	AB+	Glen Lewis	Black	"Unit 5270 Box 7705
DPO AA 23104"	10 Sep 1978	(Decimal('-73.2197325'), Decimal('8.417755'))	719-30-0683
2404	M	Chartered certified accountant	A+	Tyler Cummings	White	"8394 Michael Station Suite 508
East Robertside, LA 71790"	1910/05/27	(Decimal('-81.5903615'), Decimal('-137.880591'))	764-27-8533
2405	F	Loss adjuster, chartered	A+	Brittany Watts	White	"0064 Howard Haven
Christophertown, OK 70860"	30 Mar 1917	(Decimal('22.774510'), Decimal('-1.414466'))	415-92-9231
2406	F	Higher education lecturer	A+	Rachel Meyer	white	"USS Frank
FPO AE 84422"	1910-11-09	(Decimal('17.216726'), Decimal('-134.505172'))	198-02-3500
2407	F	Contracting civil engineer	AB+	Wanda Smith	Black	"USNS Romero
FPO AA 27099"	07/06/1972, 00:00:00	(Decimal('-58.991560'), Decimal('71.469311'))	740-48-8075
2408	M	Software engineer	A+	Jose Tanner	White	"53830 Alvin Stream Suite 286
Lake Jack, MO 76200"	16 Mar 1961	(Decimal('0.847627'), Decimal('-57.493101'))	792-61-8964
2409	M	Scientist, clinical (histocompatibility and immunogenetics)	AB-	Eric Clark	White	"5379 Weaver Causeway
Port Jamesfurt, SC 90325"	08 May 1991	(Decimal('23.9760865'), Decimal('138.620907'))	117-39-4504
2410	F	Comptroller	O+	Samantha Watson	White	"4189 Cory Crescent
North Darren, WI 70426"	20 Jul 1957	(Decimal('23.756124'), Decimal('40.459531'))	273-06-0109
2411	M	Furniture conservator/restorer	AB+	Richard Garcia	Indian	"PSC 6142, Box 8617
APO AE 17073"	2006/02/01	(Decimal('-77.295083'), Decimal('129.817592'))	215-71-3490
2412	M	Licensed conveyancer	B-	Michael Morales	Asian	"08048 Samantha Lodge
Blackton, AK 85516"	1960-03-12	(Decimal('54.792554'), Decimal('18.564594'))	722-05-0378
2413	F	Geologist, engineering	AB+	Jennifer Stevens	Black	"51446 Sullivan Shoal
Bryanton, MT 43892"	08/12/1947, 00:00:00	(Decimal('-27.843436'), Decimal('-23.053608'))	712-84-0927
2414	F	Radiographer, therapeutic	O+	Mary Lee	Black	"45795 Patrick Rapid
Teresaville, TX 86069"	06/12/1909, 00:00:00	(Decimal('36.5026905'), Decimal('155.405060'))	325-07-9896
2415	M	Risk analyst	O-	Matthew Arnold	Hawaiian	"202 Katelyn Dale Apt. 579
Natalieport, IL 46743"	2005-05-17	(Decimal('-15.5416105'), Decimal('87.012978'))	854-47-2710
2416	M	Agricultural consultant	A+	Mark Vargas	White	"USNV Reyes
FPO AE 40479"	04/14/1963, 00:00:00	(Decimal('3.365331'), Decimal('-51.531617'))	453-97-0714
2417	F	Estate manager/land agent	AB+	Jeanne Santiago	White	"68129 Allison Burgs
East Tony, NM 20125"	1931-09-26	(Decimal('0.652778'), Decimal('-152.816136'))	793-51-4260
2418	F	Surveyor, planning and development	O-	Pamela Rich	Black	"3218 Sarah Fort
Williammouth, SD 54736"	26 Oct 1925	(Decimal('61.024165'), Decimal('-116.436629'))	163-39-5225
2419	M	Engineer, manufacturing systems	O+	Jason Shepard	White	"586 Lambert Stream
East Stephanie, AR 53552"	1987/06/06	(Decimal('14.983922'), Decimal('-79.152552'))	043-02-5976
2420	M	Personal assistant	O+	Daniel Clark	Indian	"1990 Hudson Street Apt. 063
North Jason, NC 54968"	1934-03-18	(Decimal('17.3430955'), Decimal('-42.279099'))	209-63-0504
2421	M	Further education lecturer	O-	Dr. Terry Jackson	White	"15025 Hill Station Suite 075
Port Nicholasshire, NH 85204"	1944-03-06	(Decimal('-1.812886'), Decimal('90.402839'))	741-75-5512
2422	F	Designer, ceramics/pottery	AB+	Kaitlyn Morris	White	"4945 Sweeney Locks Apt. 655
Scottfurt, MS 07206"	13 Feb 1947	(Decimal('-14.716897'), Decimal('89.588667'))	181-49-5335
2423	M	Product/process development scientist	O-	Thomas Mullen	Asian	"3570 David Bypass
Zacharytown, MO 08390"	1910/09/22	(Decimal('-3.598960'), Decimal('-170.934107'))	075-14-7374
2424	F	Programmer, applications	O-	Jill Scott	Black	"79138 Terri Run Apt. 117
Davidhaven, FL 80416"	04/11/2009, 00:00:00	(Decimal('73.572605'), Decimal('-130.270685'))	478-49-4376
2425	M	Financial manager	B-	Adrian Hansen	White	"PSC 3423, Box 8403
APO AA 46710"	1927/10/23	(Decimal('-69.275192'), Decimal('-149.205337'))	756-67-7175
2426	M	Financial adviser	O-	Nicholas Weaver	White	"24581 Rhonda Unions
Thomasville, GA 75106"	2008-09-02	(Decimal('0.697778'), Decimal('86.877630'))	623-98-4353
2427	F	Education officer, environmental	O-	Rebecca Huffman	White	"220 Wood Radial
Port David, WA 22612"	10 May 1956	(Decimal('16.695333'), Decimal('-169.812197'))	523-70-2064
2428	F	Software engineer	B+	Kimberly Chavez	White	"Unit 3606 Box 1881
DPO AP 67338"	1963-12-25	(Decimal('-38.7342475'), Decimal('120.042715'))	433-21-8710
2429	M	Actor	AB+	Michael Johnson	White	"9719 Darlene Ranch
Lake Daniel, ND 52233"	1943/12/01	(Decimal('-34.8468655'), Decimal('-115.821952'))	762-82-8567
2430	F	Engineer, maintenance (IT)	O-	Shannon Berry	Black	"16547 Martin Course Suite 360
Katelynfort, FL 25778"	2005-01-30	(Decimal('55.5101295'), Decimal('-49.021514'))	465-82-7043
2431	M	Network engineer	O-	Jared Wilson	White	"77859 Mccormick Turnpike Apt. 387
Abbotttown, UT 67027"	07 Feb 1981	(Decimal('74.8795705'), Decimal('134.531090'))	264-81-9308
2432	M	Ceramics designer	B+	James Hall DVM	White	"28636 Linda Lodge Apt. 401
Maxwellfort, VA 95940"	2015/04/16	(Decimal('-3.0724575'), Decimal('-60.949160'))	005-97-4889
2433	M	Gaffer	A-	Michael Perkins	White	"913 Brian Villages
Amandaborough, AR 71651"	02 Jan 1993	(Decimal('54.859928'), Decimal('-90.931409'))	751-71-5124
2434	M	Prison officer	AB+	Carl Jensen	Black	"5192 Jonathan Corners Suite 385
New Brian, MN 77164"	2018-06-10	(Decimal('-89.336459'), Decimal('63.570445'))	831-88-6774
2435	F	Scientist, product/process development	A-	Stacy Ross	Hawaiian	"14309 Wilkinson Road
New Carlaview, CT 14549"	2006/11/02	(Decimal('-32.382748'), Decimal('80.848552'))	018-38-7824
2436	M	Scientist, water quality	B+	Brian Matthews	Indian	"658 Joseph Stream Suite 148
New Kelly, WV 51164"	1993-06-30	(Decimal('-71.286192'), Decimal('78.117656'))	214-75-5399
2437	F	Transport planner	A-	Nichole Shaffer	White	"58386 Tara Divide Apt. 519
New Elizabeth, LA 57921"	1997-01-17	(Decimal('-10.821008'), Decimal('139.138145'))	858-77-4925
2438	M	Horticulturist, amenity	B+	Justin Nichols	blsck	"USNV Grant
FPO AE 64795"	08/28/1996, 00:00:00	(Decimal('46.1608955'), Decimal('-76.915322'))	817-13-2795
2439	M	Health promotion specialist	O-	Kyle Green	Black	"295 Dana Streets Suite 697
Murphyport, MO 03894"	1967/07/19	(Decimal('19.6724645'), Decimal('67.405657'))	403-75-3521
2440	F	Engineer, control and instrumentation	O+	Julia Jackson	White	"0302 Bethany Stream Apt. 156
Port Petermouth, MD 80989"	1986/10/30	(Decimal('-55.877057'), Decimal('156.835826'))	850-15-9110
2441	F	Engineer, manufacturing	AB+	Angela Bond	White	"97303 Campbell Mews Apt. 316
West Samantha, NH 35643"	09/03/1911, 00:00:00	(Decimal('-66.7519355'), Decimal('17.610933'))	626-25-1933
2442	M	Secretary, company	B+	William Anderson	White	"USCGC Martin
FPO AE 84876"	03 May 1919	(Decimal('-2.413200'), Decimal('-148.361952'))	414-21-7778
2443	F	Therapist, occupational	O+	Jessica Flowers	Black	"07795 Angela Land
South Bradley, WY 90195"	1974-01-12	(Decimal('-4.1867785'), Decimal('-7.008941'))	568-16-5612
2444	F	Engineer, petroleum	B+	Kelly Miller	Black	"673 Gina Streets Apt. 046
Lake Michael, NM 15520"	06/20/1978, 00:00:00	(Decimal('64.186446'), Decimal('9.922076'))	620-85-6106
2445	F	Public librarian	AB-	Jessica Ortiz	Black	"Unit 9583 Box 2308
DPO AE 39766"	1971/07/19	(Decimal('-11.0288345'), Decimal('72.778836'))	465-90-5051
2446	F	Comptroller	B+	Kathryn Martin	White	"8816 Amanda Drive
Port Shannonborough, TN 72671"	09/08/1957, 00:00:00	(Decimal('-34.501508'), Decimal('10.749524'))	787-90-8533
2447	F	Geochemist	B-	Kelly Wright	White	"8590 Combs Manors Suite 792
Anthonyhaven, RI 25215"	05 Apr 1927	(Decimal('31.2044275'), Decimal('41.557093'))	144-37-7803
2448	F	Structural engineer	AB-	Mary Wade	Indian	"9288 Carlson Rue
Grahamshire, IN 54255"	1993-01-07	(Decimal('59.7321325'), Decimal('89.226910'))	044-32-3555
2449	M	Games developer	AB-	Erik Cross	White	"48918 Bailey Mall
Blackburnfurt, VT 53255"	07/11/1919, 00:00:00	(Decimal('-57.9929175'), Decimal('13.814146'))	317-14-7840
2450	M	Music tutor	B-	Brian Juarez	White	"24419 Fletcher Wall Suite 145
South Michael, UT 78101"	27 Feb 1907	(Decimal('-72.436236'), Decimal('-158.192918'))	766-24-9403
2451	F	Publishing rights manager	B+	Terri Martin	Black	"237 Jack Plains Suite 887
West Jesse, GA 43046"	09/06/1948, 00:00:00	(Decimal('67.694370'), Decimal('52.656659'))	088-11-1152
2452	F	Engineer, aeronautical	B-	Kayla Norris	black	"6703 Hardy Cliff
Andrewsland, MS 75641"	14 Nov 1935	(Decimal('-63.3919775'), Decimal('133.612988'))	138-39-3690
2453	F	Recruitment consultant	B-	Linda Pierce	black	"0809 Baxter Cape
Johnsonchester, NY 30695"	2007-06-16	(Decimal('42.6951865'), Decimal('144.894868'))	596-97-5056
2454	F	Producer, radio	AB-	Jennifer Stout	Asian	"578 Dustin Village Suite 227
West Joshua, NM 64642"	2013/02/22	(Decimal('-36.988120'), Decimal('57.566260'))	359-66-8307
2455	F	Publishing rights manager	O-	Brianna Reyes	White	"815 Elliott Springs
Port Abigail, AZ 84302"	12/07/2012, 00:00:00	(Decimal('3.198797'), Decimal('95.026508'))	780-41-6609
2456	F	Plant breeder/geneticist	B-	Robyn Webb	White	"47949 Berg Road Apt. 795
New Gregoryview, AZ 68940"	1962/05/03	(Decimal('-51.1915985'), Decimal('-165.717608'))	768-32-2634
2457	M	IT consultant	AB-	Antonio Stafford	White	"316 Dawn Locks
Hernandezbury, NE 13988"	1937/07/01	(Decimal('-41.088328'), Decimal('-83.655349'))	540-78-3051
2458	F	Computer games developer	A+	Elizabeth Knight	White	"4149 Coleman Ferry Apt. 681
Lake Anthony, UT 75332"	11 Nov 1931	(Decimal('47.3577085'), Decimal('32.457814'))	654-31-4719
2459	F	Journalist, broadcasting	AB-	Mrs. Courtney Bruce	White	"402 Kyle Ports
East Patriciaburgh, OR 51012"	2018-08-30	(Decimal('-9.8207795'), Decimal('-122.659521'))	572-87-8960
2460	M	Diagnostic radiographer	B-	Christopher Walker	black	"2032 Lee Station Suite 095
Lake Eric, CA 52218"	09/26/1923, 00:00:00	(Decimal('-34.586708'), Decimal('69.756945'))	773-11-6268
2461	M	Actuary	B-	Christopher Alvarado	Hawaiian	"Unit 2927 Box 9815
DPO AP 57749"	04/29/2015, 00:00:00	(Decimal('-49.090243'), Decimal('127.298680'))	434-01-5097
2462	M	Television camera operator	AB-	Jeffrey Smith	Indian	"39868 Joyce Plaza
Abbottview, LA 63579"	08/08/1967, 00:00:00	(Decimal('46.231135'), Decimal('30.133442'))	536-97-7120
2463	M	Engineer, automotive	O+	Adam Byrd	White	"1837 Mendoza Course Suite 455
Lopezchester, IA 58255"	04 May 1994	(Decimal('43.911543'), Decimal('28.418534'))	073-55-0460
2464	M	Teacher, primary school	A+	John Colon	black	"095 Jeff Common Apt. 835
East Richard, MI 03022"	08 Nov 2006	(Decimal('-15.3078255'), Decimal('-134.882368'))	049-93-2975
2465	M	Oncologist	B+	Joseph Mosley	White	"638 Matthew Street Apt. 179
East Georgeshire, MD 88230"	1921/12/25	(Decimal('-59.8120425'), Decimal('54.125957'))	758-44-8310
2466	F	Museum/gallery curator	AB+	Suzanne Murray	White	"18339 Vaughn Mountain
North Ashley, GA 47276"	04/07/1950, 00:00:00	(Decimal('-66.228979'), Decimal('72.957596'))	417-95-2444
2467	M	Chief Executive Officer	O-	Larry Harris	White	"04401 William Squares
North John, AL 22715"	01/16/1960, 00:00:00	(Decimal('42.4280855'), Decimal('95.954025'))	861-20-0479
2468	M	Building surveyor	A+	Anthony Love	White	"32826 Turner Trail
New Matthew, DE 02642"	2003/01/15	(Decimal('23.026994'), Decimal('-68.903777'))	259-48-7752
2469	F	Logistics and distribution manager	AB-	Amber Benitez	Black	"247 Luna Motorway
Rebeccaborough, ME 29442"	1967-02-04	(Decimal('54.072387'), Decimal('176.319210'))	528-99-7005
2470	F	Film/video editor	A-	Amy Rogers	White	"21743 Mcdaniel Knolls Apt. 000
Port Melissaborough, NV 11488"	1947-02-15	(Decimal('-51.1764725'), Decimal('95.452605'))	523-26-4537
2471	F	Engineer, manufacturing systems	O+	Laura Nguyen	White	"72837 Justin Flat Suite 320
Lake Kellyborough, AK 49267"	2003/12/13	(Decimal('27.513200'), Decimal('-19.331202'))	301-33-2398
2472	F	Media planner	O+	Bethany Ramirez	White	"07681 Daniel Ports Apt. 924
Averyview, UT 97470"	08/20/1958, 00:00:00	(Decimal('-75.683227'), Decimal('117.230456'))	510-07-1262
2473	M	Engineer, drilling	B+	Francisco Rivera	White	"8218 Downs Summit
East Johntown, MI 76356"	09/10/1959, 00:00:00	(Decimal('-24.5744725'), Decimal('1.187417'))	341-88-1192
2474	M	Make	B-	Charles Simmons	White	"90524 Amy Via Suite 929
Christopherland, NC 22937"	13 Aug 2018	(Decimal('20.6684735'), Decimal('-94.121555'))	180-94-5990
2475	M	Furniture designer	AB+	Christopher Sanders	White	"7484 Rebecca Fall
Brownberg, GA 83637"	1934/07/05	(Decimal('28.532493'), Decimal('-34.176444'))	887-93-2343
2476	F	IT consultant	AB-	Alexis Stanton	White	"1648 Brandon Circles
Port George, AL 51934"	1984/10/13	(Decimal('-16.588266'), Decimal('-177.851095'))	671-10-3883
2477	F	Lecturer, higher education	B+	Kristi Hunter	Black	"2186 Patterson Creek
North Michael, CA 47779"	1937-09-11	(Decimal('17.234669'), Decimal('12.003573'))	179-55-6657
2478	F	Systems analyst	AB+	Jennifer Torres	Black	"715 Tyler Underpass Apt. 972
Baileyshire, SD 87979"	1929/04/04	(Decimal('83.5428605'), Decimal('-80.755795'))	755-25-8226
2479	F	Scientist, clinical (histocompatibility and immunogenetics)	B+	Linda Nguyen	Asian	"8052 Victoria Crossroad Suite 922
Toddville, HI 22248"	2002/03/08	(Decimal('46.6582335'), Decimal('-97.311430'))	015-22-0335
2480	M	Production manager	O+	Christopher Russell	White	"56098 Ryan Keys
South Travis, AL 92354"	1945-07-15	(Decimal('-75.840251'), Decimal('-120.399774'))	285-16-7619
2481	M	Youth worker	O-	Jordan Gross	White	"PSC 2982, Box 3659
APO AE 03097"	1998-04-15	(Decimal('-63.087131'), Decimal('179.123620'))	348-36-9130
2482	M	Radiation protection practitioner	AB+	James Weber	White	"4149 Cannon Neck
New William, ID 92829"	1989/06/29	(Decimal('69.907728'), Decimal('-40.401022'))	754-83-1721
2483	F	Mental health nurse	O+	Jennifer Lewis	Black	"4773 Leon Spring Suite 306
Zacharyport, CT 11830"	1926-06-27	(Decimal('63.1074605'), Decimal('49.385324'))	749-08-2861
2484	M	Horticulturist, amenity	B+	Ernest Carter	White	"USS Padilla
FPO AA 46439"	1943-05-31	(Decimal('63.972100'), Decimal('-105.402243'))	546-93-4993
2485	M	Multimedia programmer	O+	James Mora	Black	"56638 Zachary Haven
Nguyenville, LA 87757"	10/18/1925, 00:00:00	(Decimal('-55.7689505'), Decimal('-121.337767'))	510-42-1822
2486	F	Adult guidance worker	A-	Ashley Thomas	White	"042 Kelley Wall Suite 699
Joeltown, MA 42189"	07 Mar 1936	(Decimal('6.007068'), Decimal('-15.178962'))	584-21-6353
2487	F	Purchasing manager	A+	Rebecca Miller	White	"61202 Sellers Pine
North Tony, NH 67095"	10/31/1937, 00:00:00	(Decimal('-1.1505545'), Decimal('-137.935388'))	581-21-6127
2488	M	Town planner	A-	Douglas Miller	White	"73957 Bruce Loop
Jessicabury, IL 83549"	1946/07/02	(Decimal('-60.1624595'), Decimal('-0.036412'))	236-07-8072
2489	F	Engineer, maintenance	A-	Marie Williams	White	"1261 Timothy Loop
Amyshire, MN 80983"	1945-09-23	(Decimal('-22.945706'), Decimal('77.659512'))	774-58-4796
2490	F	Psychologist, prison and probation services	O-	Donna Gutierrez	Indian	"348 Marshall Light Suite 889
West Timothyville, WV 56816"	10 Mar 1916	(Decimal('-34.5879055'), Decimal('-65.762910'))	183-89-5250
2491	M	Chartered accountant	O-	Benjamin Rogers	Black	"5986 Christopher Plains Apt. 187
Port Nicole, NC 58525"	2002-03-23	(Decimal('-51.151420'), Decimal('66.679966'))	448-73-2864
2492	M	Broadcast journalist	AB-	Ryan Green	Black	"9449 Robles Shore Apt. 744
Robertmouth, AR 29850"	25 Feb 1926	(Decimal('28.290174'), Decimal('-29.759899'))	581-51-4831
2493	M	Commissioning editor	O-	Billy Holmes	Black	"7409 Scott Court
Port Jonathanmouth, TN 23284"	1976/02/02	(Decimal('63.3935995'), Decimal('27.522446'))	637-64-9217
2494	M	Environmental manager	O+	Joseph Vargas	White	"3465 Young Cape Suite 242
East Samuel, IL 14501"	2009/03/15	(Decimal('-65.584469'), Decimal('163.808199'))	136-81-4300
2495	F	Pilot, airline	B+	Katherine Fields	White	"06625 Guerrero Inlet Apt. 921
South Jamesland, FL 08853"	01/23/2021, 00:00:00	(Decimal('23.395359'), Decimal('91.404402'))	253-24-3136
2496	F	Charity officer	B-	Rachel Figueroa	White	"54363 Nicole Mills Suite 521
Sanchezburgh, NY 13746"	1978/06/01	(Decimal('76.3168825'), Decimal('-109.490964'))	790-92-3288
2497	F	Ceramics designer	A-	Maria Foley	White	"65160 Jonathan Skyway
North Joshuabury, NJ 77672"	01/31/1912, 00:00:00	(Decimal('62.242132'), Decimal('-100.662730'))	876-90-7222
2498	F	Tourist information centre manager	O+	Hannah Harris	White	"848 Joy Freeway
Raymondmouth, MO 19812"	05/06/1976, 00:00:00	(Decimal('-35.159758'), Decimal('-130.315918'))	875-91-5664
2499	F	Chief Operating Officer	B-	Meghan Lin	White	"171 Hamilton Mount Suite 052
Lake Ashleybury, TN 31830"	1922/07/21	(Decimal('-2.420465'), Decimal('-104.074089'))	134-03-5371
2500	F	Architect	O+	Carrie Mcintosh	Asian	"161 Craig Cape
West Nancyberg, PA 39001"	1963/10/06	(Decimal('32.234594'), Decimal('87.294071'))	303-96-4564
2501	M	Science writer	A-	William Campbell	White	"0051 Heather Route
South Joshua, MO 94437"	02 Jan 1955	(Decimal('73.0392045'), Decimal('-35.422459'))	366-83-7769
2502	M	Network engineer	A+	David Christensen	Hawaiian	"649 Matthews Heights Apt. 512
Stephenfort, DC 40831"	23 Jan 1928	(Decimal('-71.320924'), Decimal('139.508466'))	457-68-4063
2503	M	Armed forces technical officer	AB-	Daniel Mitchell	White	"90564 Hancock Coves Apt. 740
Laceyland, NY 65905"	1953/10/11	(Decimal('56.108553'), Decimal('-99.443725'))	574-40-6873
2504	F	Scientist, clinical (histocompatibility and immunogenetics)	O+	Julie Horn	White	"2932 Valerie Burgs Apt. 185
Kimberlymouth, GA 70623"	1998/06/10	(Decimal('5.007409'), Decimal('112.323061'))	048-55-0429
2505	F	Embryologist, clinical	B-	Mary Lopez	black	"8562 Dunlap Well
New Patricia, NE 55252"	12/23/2020, 00:00:00	(Decimal('0.004686'), Decimal('81.641588'))	757-99-0281
2506	F	Theatre stage manager	AB+	Lisa Baker	White	"0137 Billy Glen
Anthonyport, AL 60609"	01/02/1995, 00:00:00	(Decimal('15.7184125'), Decimal('113.357922'))	539-10-9307
2507	F	Primary school teacher	AB+	Beverly Jenkins	White	"008 Smith Trail
Elizabethview, HI 75271"	1908/02/26	(Decimal('-3.197083'), Decimal('123.585123'))	145-41-5095
2508	F	Insurance risk surveyor	AB+	Jenna Gamble	Asian	"03557 Samuel Coves
New Michaelland, AR 35938"	19 Sep 1975	(Decimal('-79.9326085'), Decimal('121.483080'))	203-51-7198
2509	M	Network engineer	A+	Christopher Herrera	Asian	"PSC 3349, Box 2737
APO AA 68650"	1991-03-31	(Decimal('71.1039585'), Decimal('45.207993'))	571-60-2471
2510	M	Programmer, multimedia	A-	Anthony Sherman	Black	"5959 Travis Track
Tonyafurt, PA 73620"	1915-10-30	(Decimal('5.395323'), Decimal('90.150644'))	530-13-8266
